"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lämpötilan keskiarvo [°C]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Ilmanpaineen keskiarvo [hPa]"
"Helsinki Kaisaniemi","2021","10","8","02:00","11.5","3.3","242","1032.9"
"Helsinki Kaisaniemi","2021","10","8","03:00","11.4","3.1","236","1033"
"Helsinki Kaisaniemi","2021","10","8","04:00","11.4","3.3","234","1033.4"
"Helsinki Kaisaniemi","2021","10","8","05:00","11.4","3.2","235","1033.6"
"Helsinki Kaisaniemi","2021","10","8","06:00","11.4","3.2","234","1033.9"
"Helsinki Kaisaniemi","2021","10","8","07:00","11.5","3.1","232","1034.1"
"Helsinki Kaisaniemi","2021","10","8","08:00","11.5","3.3","236","1034.3"
"Helsinki Kaisaniemi","2021","10","8","09:00","11.6","3","233","1034.7"
"Helsinki Kaisaniemi","2021","10","8","10:00","11.6","4","243","1035.3"
"Helsinki Kaisaniemi","2021","10","8","11:00","11.6","4","228","1035.7"
"Helsinki Kaisaniemi","2021","10","8","12:00","11.6","4.3","222","1035.9"
"Helsinki Kaisaniemi","2021","10","8","13:00","11.9","5.1","218","1036"
"Helsinki Kaisaniemi","2021","10","8","14:00","11.6","5.1","217","1035.7"
"Helsinki Kaisaniemi","2021","10","8","15:00","11.8","5.6","218","1035.6"
"Helsinki Kaisaniemi","2021","10","8","16:00","12","4.3","222","1035.5"
"Helsinki Kaisaniemi","2021","10","8","17:00","12.1","3.2","233","1035.2"
"Helsinki Kaisaniemi","2021","10","8","18:00","12.2","3.8","232","1035"
"Helsinki Kaisaniemi","2021","10","8","19:00","11.9","3.8","230","1034.8"
"Helsinki Kaisaniemi","2021","10","8","20:00","11.9","4.1","232","1034.6"
"Helsinki Kaisaniemi","2021","10","8","21:00","11.9","3.9","234","1034.4"
"Helsinki Kaisaniemi","2021","10","8","22:00","11.7","4.7","228","1034.1"
"Helsinki Kaisaniemi","2021","10","8","23:00","11.7","5","238","1034"
"Helsinki Kaisaniemi","2021","10","9","00:00","11.5","4.4","243","1033.8"
"Helsinki Kaisaniemi","2021","10","9","01:00","11.5","4.3","240","1033.7"
"Helsinki Kaisaniemi","2021","10","9","02:00","11.5","4","242","1033.5"
"Helsinki Kaisaniemi","2021","10","9","03:00","11.5","3.8","245","1033.4"
"Helsinki Kaisaniemi","2021","10","9","04:00","11.4","3.5","247","1033.4"
"Helsinki Kaisaniemi","2021","10","9","05:00","11.5","3.4","247","1033"
"Helsinki Kaisaniemi","2021","10","9","06:00","11.6","3.1","243","1032.6"
"Helsinki Kaisaniemi","2021","10","9","07:00","11.5","3.3","242","1032.6"
"Helsinki Kaisaniemi","2021","10","9","08:00","11.4","2.9","241","1032.5"
"Helsinki Kaisaniemi","2021","10","9","09:00","11.4","2.5","235","1032.7"
"Helsinki Kaisaniemi","2021","10","9","10:00","11.6","2.4","239","1032.9"
"Helsinki Kaisaniemi","2021","10","9","11:00","11.9","3.1","239","1033.1"
"Helsinki Kaisaniemi","2021","10","9","12:00","12","2.8","237","1033.1"
"Helsinki Kaisaniemi","2021","10","9","13:00","12.3","2.8","233","1033.1"
"Helsinki Kaisaniemi","2021","10","9","14:00","12.5","3.6","227","1033.1"
"Helsinki Kaisaniemi","2021","10","9","15:00","12.6","3.4","232","1033"
"Helsinki Kaisaniemi","2021","10","9","16:00","12.7","3.6","236","1032.9"
"Helsinki Kaisaniemi","2021","10","9","17:00","12.5","3.5","233","1032.5"
"Helsinki Kaisaniemi","2021","10","9","18:00","12.2","3.2","241","1032.2"
"Helsinki Kaisaniemi","2021","10","9","19:00","12","3","234","1032.1"
"Helsinki Kaisaniemi","2021","10","9","20:00","11.6","3.8","222","1031.7"
"Helsinki Kaisaniemi","2021","10","9","21:00","11.4","4","225","1031.5"
"Helsinki Kaisaniemi","2021","10","9","22:00","11.1","4.7","225","1031.1"
"Helsinki Kaisaniemi","2021","10","9","23:00","10.7","5","219","1030.7"
"Helsinki Kaisaniemi","2021","10","10","00:00","10.8","4.6","218","1030.4"
"Helsinki Kaisaniemi","2021","10","10","01:00","10.7","5.1","218","1030.1"
"Helsinki Kaisaniemi","2021","10","10","02:00","10.7","5","220","1029.5"
"Helsinki Kaisaniemi","2021","10","10","03:00","11","4.9","219","1028.9"
"Helsinki Kaisaniemi","2021","10","10","04:00","11.2","4","229","1028.5"
"Helsinki Kaisaniemi","2021","10","10","05:00","11.3","3.9","229","1028.2"
"Helsinki Kaisaniemi","2021","10","10","06:00","11.5","4.3","233","1027.7"
"Helsinki Kaisaniemi","2021","10","10","07:00","11.6","4.2","232","1027.2"
"Helsinki Kaisaniemi","2021","10","10","08:00","11.4","4.7","236","1026.6"
"Helsinki Kaisaniemi","2021","10","10","09:00","11.4","4.8","238","1026.1"
"Helsinki Kaisaniemi","2021","10","10","10:00","11.5","5","234","1025.8"
"Helsinki Kaisaniemi","2021","10","10","11:00","11.6","5.2","238","1025.7"
"Helsinki Kaisaniemi","2021","10","10","12:00","11.7","5.2","231","1025.7"
"Helsinki Kaisaniemi","2021","10","10","13:00","11.9","5.4","227","1025.5"
"Helsinki Kaisaniemi","2021","10","10","14:00","11.9","5.4","226","1025.2"
"Helsinki Kaisaniemi","2021","10","10","15:00","11.9","5.2","229","1024.9"
"Helsinki Kaisaniemi","2021","10","10","16:00","11.9","5.3","230","1024.5"
"Helsinki Kaisaniemi","2021","10","10","17:00","11.7","5.8","226","1024.1"
"Helsinki Kaisaniemi","2021","10","10","18:00","11.5","6.7","228","1023.7"
"Helsinki Kaisaniemi","2021","10","10","19:00","11.4","6.2","230","1023.1"
"Helsinki Kaisaniemi","2021","10","10","20:00","11.4","5.6","229","1022.4"
"Helsinki Kaisaniemi","2021","10","10","21:00","11.4","5.5","226","1021.8"
"Helsinki Kaisaniemi","2021","10","10","22:00","11.4","6.4","228","1021.2"
"Helsinki Kaisaniemi","2021","10","10","23:00","11.4","6.6","228","1021"
"Helsinki Kaisaniemi","2021","10","11","00:00","11.4","6.7","227","1020.6"
"Helsinki Kaisaniemi","2021","10","11","01:00","11.3","6.4","226","1020"
"Helsinki Kaisaniemi","2021","10","11","02:00","11.2","6.1","226","1019.4"
"Helsinki Kaisaniemi","2021","10","11","03:00","11.1","6","228","1019"
"Helsinki Kaisaniemi","2021","10","11","04:00","11.1","5.7","228","1018.3"
"Helsinki Kaisaniemi","2021","10","11","05:00","11.1","5.6","227","1017.5"
"Helsinki Kaisaniemi","2021","10","11","06:00","11.1","5.7","225","1016.7"
"Helsinki Kaisaniemi","2021","10","11","07:00","10.9","6","223","1016.1"
"Helsinki Kaisaniemi","2021","10","11","08:00","10.5","6","215","1015.6"
"Helsinki Kaisaniemi","2021","10","11","09:00","10.4","7","208","1015.1"
"Helsinki Kaisaniemi","2021","10","11","10:00","10.3","7.4","208","1014.7"
"Helsinki Kaisaniemi","2021","10","11","11:00","10.5","7.3","209","1014.4"
"Helsinki Kaisaniemi","2021","10","11","12:00","11","6.9","206","1014"
"Helsinki Kaisaniemi","2021","10","11","13:00","11.6","6.9","206","1013.4"
"Helsinki Kaisaniemi","2021","10","11","14:00","11.6","6.2","196","1012.9"
"Helsinki Kaisaniemi","2021","10","11","15:00","11.5","6.1","193","1012.2"
"Helsinki Kaisaniemi","2021","10","11","16:00","11.3","5.3","187","1011.4"
"Helsinki Kaisaniemi","2021","10","11","17:00","11.5","5.9","190","1010.6"
"Helsinki Kaisaniemi","2021","10","11","18:00","10.8","6.1","185","1010.1"
"Helsinki Kaisaniemi","2021","10","11","19:00","10.7","6.9","191","1009.6"
"Helsinki Kaisaniemi","2021","10","11","20:00","10.3","7.1","195","1009.2"
"Helsinki Kaisaniemi","2021","10","11","21:00","9.4","6.9","198","1008.7"
"Helsinki Kaisaniemi","2021","10","11","22:00","9.7","6.8","198","1007.8"
"Helsinki Kaisaniemi","2021","10","11","23:00","9.5","6.9","207","1007.1"
"Helsinki Kaisaniemi","2021","10","12","00:00","9.6","7.3","209","1006.6"
"Helsinki Kaisaniemi","2021","10","12","01:00","9.3","6.7","209","1006.3"
"Helsinki Kaisaniemi","2021","10","12","02:00","9.5","7.5","207","1005.9"
"Helsinki Kaisaniemi","2021","10","12","03:00","9.6","6.4","207","1005.7"
"Helsinki Kaisaniemi","2021","10","12","04:00","8.7","4.9","227","1005.4"
"Helsinki Kaisaniemi","2021","10","12","05:00","7.6","2.3","244","1005.2"
"Helsinki Kaisaniemi","2021","10","12","06:00","7.9","1.8","249","1004.9"
"Helsinki Kaisaniemi","2021","10","12","07:00","9.3","3.9","204","1004.7"
"Helsinki Kaisaniemi","2021","10","12","08:00","9.4","3.4","207","1004.5"
"Helsinki Kaisaniemi","2021","10","12","09:00","7.7","1.8","253","1004.8"
"Helsinki Kaisaniemi","2021","10","12","10:00","7.4","0.9","141","1005"
"Helsinki Kaisaniemi","2021","10","12","11:00","8.6","2.2","203","1005.1"
"Helsinki Kaisaniemi","2021","10","12","12:00","8.8","2.6","215","1005.3"
"Helsinki Kaisaniemi","2021","10","12","13:00","9.3","2.4","215","1005.5"
"Helsinki Kaisaniemi","2021","10","12","14:00","9.6","2","250","1005.6"
"Helsinki Kaisaniemi","2021","10","12","15:00","10.5","1.3","233","1005.7"
"Helsinki Kaisaniemi","2021","10","12","16:00","10.2","2.8","209","1005.9"
"Helsinki Kaisaniemi","2021","10","12","17:00","9.8","2.1","241","1006.1"
"Helsinki Kaisaniemi","2021","10","12","18:00","9.7","2.2","214","1006.3"
"Helsinki Kaisaniemi","2021","10","12","19:00","8.6","1.5","255","1006.5"
"Helsinki Kaisaniemi","2021","10","12","20:00","8","1.2","356","1006.7"
"Helsinki Kaisaniemi","2021","10","12","21:00","8.1","1.4","1","1006.9"
"Helsinki Kaisaniemi","2021","10","12","22:00","7.9","1.9","345","1007.1"
"Helsinki Kaisaniemi","2021","10","12","23:00","7.7","1.8","16","1007.3"
"Helsinki Kaisaniemi","2021","10","13","00:00","8.1","1.8","68","1007.4"
"Helsinki Kaisaniemi","2021","10","13","01:00","7.9","1.1","80","1007.4"
"Helsinki Kaisaniemi","2021","10","13","02:00","7.6","1","32","1007.3"
"Helsinki Kaisaniemi","2021","10","13","03:00","7.7","0.9","31","1007.2"
"Helsinki Kaisaniemi","2021","10","13","04:00","7.5","1.3","28","1007"
"Helsinki Kaisaniemi","2021","10","13","05:00","6.7","1.8","358","1007.1"
"Helsinki Kaisaniemi","2021","10","13","06:00","6.7","1.6","351","1007.2"
"Helsinki Kaisaniemi","2021","10","13","07:00","7","2.1","20","1007.3"
"Helsinki Kaisaniemi","2021","10","13","08:00","7.1","1.8","359","1007.6"
"Helsinki Kaisaniemi","2021","10","13","09:00","7","1.9","347","1007.9"
"Helsinki Kaisaniemi","2021","10","13","10:00","6.9","2.3","355","1008.2"
"Helsinki Kaisaniemi","2021","10","13","11:00","6.8","2.7","4","1008.6"
"Helsinki Kaisaniemi","2021","10","13","12:00","7.7","2.9","329","1009"
"Helsinki Kaisaniemi","2021","10","13","13:00","8.4","2.6","326","1009.3"
"Helsinki Kaisaniemi","2021","10","13","14:00","8.9","2.9","330","1009.5"
"Helsinki Kaisaniemi","2021","10","13","15:00","9","2.8","321","1010"
"Helsinki Kaisaniemi","2021","10","13","16:00","9.8","2.4","313","1010.2"
"Helsinki Kaisaniemi","2021","10","13","17:00","9.5","2.8","302","1010.6"
"Helsinki Kaisaniemi","2021","10","13","18:00","8.8","2.4","305","1011.1"
"Helsinki Kaisaniemi","2021","10","13","19:00","7.3","2.1","281","1011.8"
"Helsinki Kaisaniemi","2021","10","13","20:00","6.4","2","293","1012.3"
"Helsinki Kaisaniemi","2021","10","13","21:00","5.6","1.7","284","1012.6"
"Helsinki Kaisaniemi","2021","10","13","22:00","4.8","1.3","286","1013"
"Helsinki Kaisaniemi","2021","10","13","23:00","4.1","1.3","319","1013.4"
"Helsinki Kaisaniemi","2021","10","14","00:00","3.7","1.3","318","1013.6"
"Helsinki Kaisaniemi","2021","10","14","01:00","3.7","1.7","327","1013.8"
"Helsinki Kaisaniemi","2021","10","14","02:00","4.3","1.5","318","1013.8"
"Helsinki Kaisaniemi","2021","10","14","03:00","4.7","1.7","324","1014.1"
"Helsinki Kaisaniemi","2021","10","14","04:00","4.6","1.5","326","1014.1"
"Helsinki Kaisaniemi","2021","10","14","05:00","3.5","1.2","322","1014"
"Helsinki Kaisaniemi","2021","10","14","06:00","3.3","1.5","320","1014"
"Helsinki Kaisaniemi","2021","10","14","07:00","2.8","0.7","290","1014.3"
"Helsinki Kaisaniemi","2021","10","14","08:00","2.3","0.7","293","1014.3"
"Helsinki Kaisaniemi","2021","10","14","09:00","2","0.8","274","1014.3"
"Helsinki Kaisaniemi","2021","10","14","10:00","3.7","0.5","0","1014.3"
"Helsinki Kaisaniemi","2021","10","14","11:00","6.8","1.8","192","1014.2"
"Helsinki Kaisaniemi","2021","10","14","12:00","8.5","3","194","1014"
"Helsinki Kaisaniemi","2021","10","14","13:00","8","4.7","203","1013.8"
"Helsinki Kaisaniemi","2021","10","14","14:00","8.8","4.8","210","1013.3"
"Helsinki Kaisaniemi","2021","10","14","15:00","9.6","5.3","210","1012.7"
"Helsinki Kaisaniemi","2021","10","14","16:00","9.5","5.6","211","1012.2"
"Helsinki Kaisaniemi","2021","10","14","17:00","9.3","6.1","220","1011.7"
"Helsinki Kaisaniemi","2021","10","14","18:00","9.1","5.9","217","1011.3"
"Helsinki Kaisaniemi","2021","10","14","19:00","9.1","5.5","212","1010.8"
"Helsinki Kaisaniemi","2021","10","14","20:00","9.1","5.7","201","1010.3"
"Helsinki Kaisaniemi","2021","10","14","21:00","8.9","6","203","1009.7"
"Helsinki Kaisaniemi","2021","10","14","22:00","8.8","6","203","1009"
"Helsinki Kaisaniemi","2021","10","14","23:00","8.8","6.4","201","1008.3"
"Helsinki Kaisaniemi","2021","10","15","00:00","8.7","6.4","193","1007.4"
"Helsinki Kaisaniemi","2021","10","15","01:00","8.7","6.1","191","1006.4"
"Helsinki Kaisaniemi","2021","10","15","02:00","8.4","5.7","187","1005.3"
"Helsinki Kaisaniemi","2021","10","15","03:00","8.4","5.9","185","1004.3"
"Helsinki Kaisaniemi","2021","10","15","04:00","8.3","5.6","183","1003.3"
"Helsinki Kaisaniemi","2021","10","15","05:00","8.5","5.8","183","1002.2"
"Helsinki Kaisaniemi","2021","10","15","06:00","8.4","6.8","186","1001.2"
"Helsinki Kaisaniemi","2021","10","15","07:00","8.4","6.8","188","1000.5"
"Helsinki Kaisaniemi","2021","10","15","08:00","8.4","6.6","186","999.8"
"Helsinki Kaisaniemi","2021","10","15","09:00","8.7","6.3","188","999"
"Helsinki Kaisaniemi","2021","10","15","10:00","8.9","7.2","185","998.3"
"Helsinki Kaisaniemi","2021","10","15","11:00","9","6.9","182","997.9"
"Helsinki Kaisaniemi","2021","10","15","12:00","9.2","7.3","179","997.3"
"Helsinki Kaisaniemi","2021","10","15","13:00","9.5","7.5","179","996.8"
"Helsinki Kaisaniemi","2021","10","15","14:00","9.8","7.5","178","996.1"
"Helsinki Kaisaniemi","2021","10","15","15:00","10.2","7.7","173","995.1"
"Helsinki Kaisaniemi","2021","10","15","16:00","10.1","7.7","170","993.9"
"Helsinki Kaisaniemi","2021","10","15","17:00","10.1","8.1","166","992.6"
"Helsinki Kaisaniemi","2021","10","15","18:00","10.2","7.9","188","991.7"
"Helsinki Kaisaniemi","2021","10","15","19:00","9.2","5.7","245","992.1"
"Helsinki Kaisaniemi","2021","10","15","20:00","9.2","5.7","211","991.4"
"Helsinki Kaisaniemi","2021","10","15","21:00","10.1","6.1","236","991.2"
"Helsinki Kaisaniemi","2021","10","15","22:00","8.4","6.5","255","991.6"
"Helsinki Kaisaniemi","2021","10","15","23:00","6.7","7.9","264","992.6"
"Helsinki Kaisaniemi","2021","10","16","00:00","5.9","7.4","261","993.3"
"Helsinki Kaisaniemi","2021","10","16","01:00","5.6","7.3","258","994.1"
"Helsinki Kaisaniemi","2021","10","16","02:00","5.6","6.8","264","995"
"Helsinki Kaisaniemi","2021","10","16","03:00","5.4","6.4","261","995.5"
"Helsinki Kaisaniemi","2021","10","16","04:00","5.3","6.7","263","995.8"
"Helsinki Kaisaniemi","2021","10","16","05:00","5","5.5","261","996.2"
"Helsinki Kaisaniemi","2021","10","16","06:00","5","5.6","264","996.7"
"Helsinki Kaisaniemi","2021","10","16","07:00","4.9","5.2","265","997.3"
"Helsinki Kaisaniemi","2021","10","16","08:00","5","5.3","264","997.6"
"Helsinki Kaisaniemi","2021","10","16","09:00","5.3","5.8","266","997.9"
"Helsinki Kaisaniemi","2021","10","16","10:00","5.8","6","262","998.3"
"Helsinki Kaisaniemi","2021","10","16","11:00","6.9","7","264","998.7"
"Helsinki Kaisaniemi","2021","10","16","12:00","8","7.2","263","999"
"Helsinki Kaisaniemi","2021","10","16","13:00","8.8","7.4","257","999.3"
"Helsinki Kaisaniemi","2021","10","16","14:00","9.2","7.6","265","999.3"
"Helsinki Kaisaniemi","2021","10","16","15:00","9.5","7.3","265","999.1"
"Helsinki Kaisaniemi","2021","10","16","16:00","9.6","6.3","261","998.8"
"Helsinki Kaisaniemi","2021","10","16","17:00","9.4","6.9","267","998.7"
"Helsinki Kaisaniemi","2021","10","16","18:00","8.7","5.9","259","998.7"
"Helsinki Kaisaniemi","2021","10","16","19:00","8","5.2","252","998.7"
"Helsinki Kaisaniemi","2021","10","16","20:00","7.6","5.8","268","999"
"Helsinki Kaisaniemi","2021","10","16","21:00","7.1","5.2","272","999.3"
"Helsinki Kaisaniemi","2021","10","16","22:00","6.9","5","264","999.3"
"Helsinki Kaisaniemi","2021","10","16","23:00","7","4.6","270","999.3"
"Helsinki Kaisaniemi","2021","10","17","00:00","6.1","6.5","271","999.6"
"Helsinki Kaisaniemi","2021","10","17","01:00","5.8","4.5","266","999.8"
"Helsinki Kaisaniemi","2021","10","17","02:00","5.7","4.2","269","1000.1"
"Helsinki Kaisaniemi","2021","10","17","03:00","5.6","4.4","274","1000.4"
"Helsinki Kaisaniemi","2021","10","17","04:00","5.3","4.4","280","1000.8"
"Helsinki Kaisaniemi","2021","10","17","05:00","5","4.4","281","1001.2"
"Helsinki Kaisaniemi","2021","10","17","06:00","4.7","4.4","281","1001.5"
"Helsinki Kaisaniemi","2021","10","17","07:00","4.6","4.9","279","1002"
"Helsinki Kaisaniemi","2021","10","17","08:00","4.5","4.9","282","1002.5"
"Helsinki Kaisaniemi","2021","10","17","09:00","4.5","4.6","286","1002.9"
"Helsinki Kaisaniemi","2021","10","17","10:00","5.1","5.1","285","1003.4"
"Helsinki Kaisaniemi","2021","10","17","11:00","6.2","5.8","280","1003.7"
"Helsinki Kaisaniemi","2021","10","17","12:00","7.1","6.3","279","1004"
"Helsinki Kaisaniemi","2021","10","17","13:00","7.7","7.5","286","1004.2"
"Helsinki Kaisaniemi","2021","10","17","14:00","8.4","6.8","288","1004.4"
"Helsinki Kaisaniemi","2021","10","17","15:00","8.5","7.3","280","1004.4"
"Helsinki Kaisaniemi","2021","10","17","16:00","8.9","6.2","289","1004.4"
"Helsinki Kaisaniemi","2021","10","17","17:00","8.7","6.6","275","1004.2"
"Helsinki Kaisaniemi","2021","10","17","18:00","7.8","6.6","278","1004.3"
"Helsinki Kaisaniemi","2021","10","17","19:00","7","5.4","277","1004.6"
"Helsinki Kaisaniemi","2021","10","17","20:00","6.4","5.6","280","1004.9"
"Helsinki Kaisaniemi","2021","10","17","21:00","5.8","4.7","275","1004.9"
"Helsinki Kaisaniemi","2021","10","17","22:00","5.2","4.2","272","1004.9"
"Helsinki Kaisaniemi","2021","10","17","23:00","4.5","3.7","288","1004.8"
"Helsinki Kaisaniemi","2021","10","18","00:00","4.3","3.7","292","1004.9"
"Helsinki Kaisaniemi","2021","10","18","01:00","4","3.9","287","1004.7"
"Helsinki Kaisaniemi","2021","10","18","02:00","3.5","4.8","293","1004.7"
"Helsinki Kaisaniemi","2021","10","18","03:00","3.4","6.1","299","1005.1"
"Helsinki Kaisaniemi","2021","10","18","04:00","3.8","6.3","300","1005.5"
"Helsinki Kaisaniemi","2021","10","18","05:00","4.1","6.9","302","1005.8"
"Helsinki Kaisaniemi","2021","10","18","06:00","4.4","7.3","305","1006.3"
"Helsinki Kaisaniemi","2021","10","18","07:00","4.1","6.2","305","1006.8"
"Helsinki Kaisaniemi","2021","10","18","08:00","3.7","6.4","315","1007.4"
"Helsinki Kaisaniemi","2021","10","18","09:00","3.9","6.8","315","1008.1"
"Helsinki Kaisaniemi","2021","10","18","10:00","4.3","6.6","319","1008.8"
"Helsinki Kaisaniemi","2021","10","18","11:00","4.9","7.1","316","1009.4"
"Helsinki Kaisaniemi","2021","10","18","12:00","5.6","7.4","316","1010"
"Helsinki Kaisaniemi","2021","10","18","13:00","6.2","8.1","312","1010.7"
"Helsinki Kaisaniemi","2021","10","18","14:00","6.5","7.9","320","1011.3"
"Helsinki Kaisaniemi","2021","10","18","15:00","6.7","7.5","315","1011.8"
"Helsinki Kaisaniemi","2021","10","18","16:00","6.3","7.3","313","1012.5"
"Helsinki Kaisaniemi","2021","10","18","17:00","6.2","6.3","323","1013.1"
"Helsinki Kaisaniemi","2021","10","18","18:00","6.1","6.2","324","1013.8"
"Helsinki Kaisaniemi","2021","10","18","19:00","5.7","5.5","319","1014.3"
"Helsinki Kaisaniemi","2021","10","18","20:00","5.3","6.3","325","1015.1"
"Helsinki Kaisaniemi","2021","10","18","21:00","4.7","6.9","328","1015.7"
"Helsinki Kaisaniemi","2021","10","18","22:00","3.8","5.9","327","1016.3"
"Helsinki Kaisaniemi","2021","10","18","23:00","3.3","4.9","324","1016.8"
"Helsinki Kaisaniemi","2021","10","19","00:00","3","4.7","318","1017.5"
"Helsinki Kaisaniemi","2021","10","19","01:00","2.9","4.3","318","1018.1"
"Helsinki Kaisaniemi","2021","10","19","02:00","2.3","4.1","311","1018.7"
"Helsinki Kaisaniemi","2021","10","19","03:00","1.3","4","310","1019.3"
"Helsinki Kaisaniemi","2021","10","19","04:00","1.1","4.4","305","1019.8"
"Helsinki Kaisaniemi","2021","10","19","05:00","0.4","4.3","311","1019.9"
"Helsinki Kaisaniemi","2021","10","19","06:00","0.2","4","305","1020.2"
"Helsinki Kaisaniemi","2021","10","19","07:00","0","4.2","304","1020.5"
"Helsinki Kaisaniemi","2021","10","19","08:00","-0.4","3.9","311","1021"
"Helsinki Kaisaniemi","2021","10","19","09:00","-0.6","3.3","318","1021.4"
