"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila keskiarvo [°C]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2024","6","30","17:00","20.7","Selkeää (0/8)","1012.1","206.4","2.7"
"Helsinki Kaisaniemi","2024","6","30","18:00","20.4","Selkeää (1/8)","1011.1","152.3","2.6"
"Helsinki Kaisaniemi","2024","6","30","19:00","18.4","Selkeää (1/8)","1010.3","122.1","4.5"
"Helsinki Kaisaniemi","2024","6","30","20:00","18.1","Melko selkeää (2/8)","1009.9","114.3","4.1"
"Helsinki Kaisaniemi","2024","6","30","21:00","17.7","Melko pilvistä (7/8)","1009.2","111.8","5"
"Helsinki Kaisaniemi","2024","6","30","22:00","17.5","Pilvistä (8/8)","1008.5","97.2","4.1"
"Helsinki Kaisaniemi","2024","6","30","23:00","17.7","Pilvistä (8/8)","1007.9","92.6","3.9"
"Helsinki Kaisaniemi","2024","7","1","00:00","17.7","Pilvistä (8/8)","1007.1","99.8","4.7"
"Helsinki Kaisaniemi","2024","7","1","01:00","17.4","Pilvistä (8/8)","1006.2","91.6","3.9"
"Helsinki Kaisaniemi","2024","7","1","02:00","17.6","Pilvistä (8/8)","1005.1","92.4","5"
"Helsinki Kaisaniemi","2024","7","1","03:00","17.6","Pilvistä (8/8)","1003.9","98.5","5.8"
"Helsinki Kaisaniemi","2024","7","1","04:00","16.6","Melko pilvistä (7/8)","1002.9","112.7","4.9"
"Helsinki Kaisaniemi","2024","7","1","05:00","16.3","Melko pilvistä (7/8)","1001.3","107.4","4.4"
"Helsinki Kaisaniemi","2024","7","1","06:00","17","Puolipilvistä (4/8)","1001","117.8","3.4"
"Helsinki Kaisaniemi","2024","7","1","07:00","18.4","Puolipilvistä (4/8)","1000.7","163.4","2.9"
"Helsinki Kaisaniemi","2024","7","1","08:00","19.7","Puolipilvistä (5/8)","1000.1","178.7","3.8"
"Helsinki Kaisaniemi","2024","7","1","09:00","19.2","Melko pilvistä (6/8)","999.7","187","4.1"
"Helsinki Kaisaniemi","2024","7","1","10:00","18.9","Melko pilvistä (7/8)","999.6","203.5","4.3"
"Helsinki Kaisaniemi","2024","7","1","11:00","18.9","Pilvistä (8/8)","999.8","186.1","3.8"
"Helsinki Kaisaniemi","2024","7","1","12:00","19.5","Pilvistä (8/8)","999.8","183","3.9"
"Helsinki Kaisaniemi","2024","7","1","13:00","19.6","Pilvistä (8/8)","999.6","206","4.2"
"Helsinki Kaisaniemi","2024","7","1","14:00","19.9","Pilvistä (8/8)","999.7","236.4","4.1"
"Helsinki Kaisaniemi","2024","7","1","15:00","18.9","Melko pilvistä (7/8)","999.7","234.3","5.4"
"Helsinki Kaisaniemi","2024","7","1","16:00","18.3","Melko pilvistä (7/8)","999.8","232.3","5.8"
"Helsinki Kaisaniemi","2024","7","1","17:00","18","Pilvistä (8/8)","999.3","239.2","4.7"
"Helsinki Kaisaniemi","2024","7","1","18:00","17.8","Melko pilvistä (7/8)","999.6","210.4","3.9"
"Helsinki Kaisaniemi","2024","7","1","19:00","17.9","Pilvistä (8/8)","999.7","224.9","4.1"
"Helsinki Kaisaniemi","2024","7","1","20:00","18.8","Pilvistä (8/8)","1000","270.6","5.6"
"Helsinki Kaisaniemi","2024","7","1","21:00","18","Pilvistä (8/8)","1000.7","279.5","5.9"
"Helsinki Kaisaniemi","2024","7","1","22:00","17.5","Pilvistä (8/8)","1001.2","280.1","6.4"
"Helsinki Kaisaniemi","2024","7","1","23:00","17.2","Melko pilvistä (7/8)","1001.6","285.4","4.7"
"Helsinki Kaisaniemi","2024","7","2","00:00","16.4","Puolipilvistä (4/8)","1002.2","257.9","4"
"Helsinki Kaisaniemi","2024","7","2","01:00","15.8","Selkeää (0/8)","1002.5","258","3.1"
"Helsinki Kaisaniemi","2024","7","2","02:00","15.1","Selkeää (0/8)","1002.4","263.2","3"
"Helsinki Kaisaniemi","2024","7","2","03:00","14.7","Selkeää (0/8)","1002.5","217.4","1.6"
"Helsinki Kaisaniemi","2024","7","2","04:00","14.7","Puolipilvistä (5/8)","1002","222.4","1.9"
"Helsinki Kaisaniemi","2024","7","2","05:00","15","Melko pilvistä (6/8)","1001.9","231.6","1.9"
"Helsinki Kaisaniemi","2024","7","2","06:00","15.2","Selkeää (0/8)","1002.1","220.6","2.1"
"Helsinki Kaisaniemi","2024","7","2","07:00","15.9","Selkeää (0/8)","1002.5","224.1","3.1"
"Helsinki Kaisaniemi","2024","7","2","08:00","16.9","Selkeää (0/8)","1002.6","219.3","4.2"
"Helsinki Kaisaniemi","2024","7","2","09:00","17.6","Selkeää (0/8)","1002.2","218","4.9"
"Helsinki Kaisaniemi","2024","7","2","10:00","18.1","Selkeää (0/8)","1001.9","216.1","5.1"
"Helsinki Kaisaniemi","2024","7","2","11:00","18.4","Selkeää (0/8)","1002.2","214.3","5.3"
"Helsinki Kaisaniemi","2024","7","2","12:00","19.3","Selkeää (0/8)","1002","215.2","6.7"
"Helsinki Kaisaniemi","2024","7","2","13:00","20.2","Selkeää (0/8)","1001.9","213.9","6"
"Helsinki Kaisaniemi","2024","7","2","14:00","20.5","Selkeää (0/8)","1001.5","215.6","5.9"
"Helsinki Kaisaniemi","2024","7","2","15:00","20.8","Selkeää (0/8)","1001.4","219.2","5.7"
"Helsinki Kaisaniemi","2024","7","2","16:00","20.7","Selkeää (1/8)","1001.3","212.8","6.1"
"Helsinki Kaisaniemi","2024","7","2","17:00","20.7","Selkeää (0/8)","1001.2","224.4","5.4"
"Helsinki Kaisaniemi","2024","7","2","18:00","20.3","Selkeää (1/8)","1001","228.1","4.5"
"Helsinki Kaisaniemi","2024","7","2","19:00","20.2","Selkeää (0/8)","1000.9","231.3","4.7"
"Helsinki Kaisaniemi","2024","7","2","20:00","18.8","Melko selkeää (3/8)","1000.6","221.1","4"
"Helsinki Kaisaniemi","2024","7","2","21:00","18.1","Melko selkeää (2/8)","1000.5","233.7","4.3"
"Helsinki Kaisaniemi","2024","7","2","22:00","17.1","Selkeää (0/8)","1000.4","239","3.9"
"Helsinki Kaisaniemi","2024","7","2","23:00","16","Selkeää (0/8)","1000.7","232.1","3.5"
"Helsinki Kaisaniemi","2024","7","3","00:00","15.7","Selkeää (0/8)","1000.6","241.3","3.5"
"Helsinki Kaisaniemi","2024","7","3","01:00","15.4","Selkeää (0/8)","1000.7","251.1","2.5"
"Helsinki Kaisaniemi","2024","7","3","02:00","14.5","Selkeää (1/8)","1000.7","260.3","2.5"
"Helsinki Kaisaniemi","2024","7","3","03:00","14.2","Selkeää (1/8)","1000.2","276.5","2.3"
"Helsinki Kaisaniemi","2024","7","3","04:00","13.5","Melko pilvistä (7/8)","999.8","281.8","1.8"
"Helsinki Kaisaniemi","2024","7","3","05:00","13.8","Melko pilvistä (7/8)","999.7","262.7","2"
"Helsinki Kaisaniemi","2024","7","3","06:00","14.5","Melko pilvistä (7/8)","999.6","263.8","2"
"Helsinki Kaisaniemi","2024","7","3","07:00","14.7","Puolipilvistä (5/8)","999.4","254.5","1.5"
"Helsinki Kaisaniemi","2024","7","3","08:00","15.3","Pilvistä (8/8)","999.5","250.8","1.7"
"Helsinki Kaisaniemi","2024","7","3","09:00","15","Pilvistä (8/8)","999.6","221.2","2.6"
"Helsinki Kaisaniemi","2024","7","3","10:00","14","Pilvistä (8/8)","999.5","232.6","1.9"
"Helsinki Kaisaniemi","2024","7","3","11:00","13.8","Pilvistä (8/8)","999.4","220","2.3"
"Helsinki Kaisaniemi","2024","7","3","12:00","14","Pilvistä (8/8)","999.5","230","2.2"
"Helsinki Kaisaniemi","2024","7","3","13:00","13.6","Pilvistä (8/8)","999.7","245.2","2.3"
"Helsinki Kaisaniemi","2024","7","3","14:00","14.6","Melko pilvistä (7/8)","1000","241.8","2.2"
"Helsinki Kaisaniemi","2024","7","3","15:00","15.1","Pilvistä (8/8)","1000.3","243.8","2.3"
"Helsinki Kaisaniemi","2024","7","3","16:00","16.2","Melko pilvistä (7/8)","1000.6","252.2","1.8"
"Helsinki Kaisaniemi","2024","7","3","17:00","17.1","Puolipilvistä (4/8)","1000.9","228.4","2.7"
"Helsinki Kaisaniemi","2024","7","3","18:00","16.5","Melko pilvistä (7/8)","1001.2","223","3.3"
"Helsinki Kaisaniemi","2024","7","3","19:00","16.4","Selkeää (0/8)","1001.7","214.1","3.1"
"Helsinki Kaisaniemi","2024","7","3","20:00","16.2","Melko pilvistä (7/8)","1002.1","223.1","4.1"
"Helsinki Kaisaniemi","2024","7","3","21:00","16.2","Selkeää (1/8)","1002.6","216.5","4.4"
"Helsinki Kaisaniemi","2024","7","3","22:00","15.7","Selkeää (0/8)","1003.1","222.7","3.7"
"Helsinki Kaisaniemi","2024","7","3","23:00","15.2","Selkeää (0/8)","1003.6","213.9","2.8"
"Helsinki Kaisaniemi","2024","7","4","00:00","15.2","Selkeää (0/8)","1004","221.7","2.4"
"Helsinki Kaisaniemi","2024","7","4","01:00","14","Selkeää (0/8)","1004.3","230.5","1.4"
"Helsinki Kaisaniemi","2024","7","4","02:00","13.2","Selkeää (1/8)","1004.6","167.4","1"
"Helsinki Kaisaniemi","2024","7","4","03:00","13.3","Melko pilvistä (7/8)","1004.7","99.1","1.3"
"Helsinki Kaisaniemi","2024","7","4","04:00","14.4","Selkeää (1/8)","1005","135.1","2.1"
"Helsinki Kaisaniemi","2024","7","4","05:00","14.9","Puolipilvistä (4/8)","1005.1","175.3","1.9"
"Helsinki Kaisaniemi","2024","7","4","06:00","15.6","Puolipilvistä (4/8)","1005.2","189.1","2.6"
"Helsinki Kaisaniemi","2024","7","4","07:00","16","Melko pilvistä (7/8)","1005.6","198.2","3.6"
"Helsinki Kaisaniemi","2024","7","4","08:00","16.4","Melko pilvistä (7/8)","1005.9","202.1","3.7"
"Helsinki Kaisaniemi","2024","7","4","09:00","16.3","Melko pilvistä (7/8)","1006.2","188","3.6"
"Helsinki Kaisaniemi","2024","7","4","10:00","17.2","Melko selkeää (3/8)","1006.4","183.2","4.2"
"Helsinki Kaisaniemi","2024","7","4","11:00","17.6","Puolipilvistä (4/8)","1006.5","184.2","4.5"
"Helsinki Kaisaniemi","2024","7","4","12:00","17.8","Melko selkeää (3/8)","1006.8","178.7","4.5"
"Helsinki Kaisaniemi","2024","7","4","13:00","18.5","Puolipilvistä (4/8)","1006.8","185.3","4.3"
"Helsinki Kaisaniemi","2024","7","4","14:00","18.5","Puolipilvistä (4/8)","1007","175.6","4.8"
"Helsinki Kaisaniemi","2024","7","4","15:00","19.1","Melko pilvistä (7/8)","1007.1","169.2","5"
"Helsinki Kaisaniemi","2024","7","4","16:00","19.5","Selkeää (0/8)","1007","175.1","4.9"
"Helsinki Kaisaniemi","2024","7","4","17:00","19.8","Melko pilvistä (6/8)","1006.7","186.2","4.5"
"Helsinki Kaisaniemi","2024","7","4","18:00","18.8","Melko pilvistä (7/8)","1006.4","155","3.4"
"Helsinki Kaisaniemi","2024","7","4","19:00","18.2","Melko pilvistä (7/8)","1006.1","115.4","4.1"
"Helsinki Kaisaniemi","2024","7","4","20:00","18","Melko pilvistä (7/8)","1005.8","139.4","3"
"Helsinki Kaisaniemi","2024","7","4","21:00","17.4","Pilvistä (8/8)","1005.5","146.2","2.6"
"Helsinki Kaisaniemi","2024","7","4","22:00","16.9","Pilvistä (8/8)","1005.2","125.5","2.1"
"Helsinki Kaisaniemi","2024","7","4","23:00","16.9","Pilvistä (8/8)","1004.7","126","2.2"
"Helsinki Kaisaniemi","2024","7","5","00:00","16.6","Pilvistä (8/8)","1004.7","146.2","2.1"
"Helsinki Kaisaniemi","2024","7","5","01:00","16","Pilvistä (8/8)","1004.2","138","2.3"
"Helsinki Kaisaniemi","2024","7","5","02:00","15.6","Melko pilvistä (6/8)","1003.3","112","1.6"
"Helsinki Kaisaniemi","2024","7","5","03:00","15.1","Melko pilvistä (7/8)","1002.7","97.3","1.5"
"Helsinki Kaisaniemi","2024","7","5","04:00","14.1","Selkeää (0/8)","1002.3","107.6","1.1"
"Helsinki Kaisaniemi","2024","7","5","05:00","13.7","Puolipilvistä (4/8)","1002","109.6","1.1"
"Helsinki Kaisaniemi","2024","7","5","06:00","14","Puolipilvistä (5/8)","1001.6","110","1.1"
"Helsinki Kaisaniemi","2024","7","5","07:00","14.9","Melko pilvistä (7/8)","1001.4","118.5","1.3"
"Helsinki Kaisaniemi","2024","7","5","08:00","16","Melko pilvistä (7/8)","1001.2","168.5","1.5"
"Helsinki Kaisaniemi","2024","7","5","09:00","16.5","Melko pilvistä (6/8)","1001","208.8","2.7"
"Helsinki Kaisaniemi","2024","7","5","10:00","17.3","Melko pilvistä (6/8)","1000.8","203.6","3.3"
"Helsinki Kaisaniemi","2024","7","5","11:00","18","Melko selkeää (2/8)","1000.8","199.8","4.1"
"Helsinki Kaisaniemi","2024","7","5","12:00","18.1","Melko pilvistä (7/8)","1000.9","213.4","4.4"
"Helsinki Kaisaniemi","2024","7","5","13:00","17.6","Melko pilvistä (7/8)","1001.4","218.3","5.8"
"Helsinki Kaisaniemi","2024","7","5","14:00","15.5","Pilvistä (8/8)","1002.1","218.2","4.4"
"Helsinki Kaisaniemi","2024","7","5","15:00","16.7","Melko pilvistä (7/8)","1002.3","218.8","5.7"
"Helsinki Kaisaniemi","2024","7","5","16:00","17.3","Melko selkeää (2/8)","1002.5","220.2","6"
"Helsinki Kaisaniemi","2024","7","5","17:00","16.9","Melko pilvistä (7/8)","1002.9","218.6","5.5"
"Helsinki Kaisaniemi","2024","7","5","18:00","17.4","Melko selkeää (2/8)","1003","224.3","5.7"
"Helsinki Kaisaniemi","2024","7","5","19:00","17.3","Selkeää (0/8)","1003.4","228.3","5.6"
"Helsinki Kaisaniemi","2024","7","5","20:00","17","Selkeää (0/8)","1003.7","230.7","5"
"Helsinki Kaisaniemi","2024","7","5","21:00","16.9","Selkeää (0/8)","1004","245.3","4.8"
"Helsinki Kaisaniemi","2024","7","5","22:00","16.2","Selkeää (0/8)","1004","256.1","4.9"
"Helsinki Kaisaniemi","2024","7","5","23:00","15.5","Selkeää (0/8)","1004.2","244.7","3.9"
"Helsinki Kaisaniemi","2024","7","6","00:00","14.7","Selkeää (0/8)","1004.2","-","-"
"Helsinki Kaisaniemi","2024","7","6","01:00","13.2","Puolipilvistä (4/8)","1004.3","222.2","3.8"
"Helsinki Kaisaniemi","2024","7","6","02:00","12.2","Puolipilvistä (5/8)","1003.8","204.1","2.7"
"Helsinki Kaisaniemi","2024","7","6","03:00","13.4","Melko pilvistä (7/8)","1003.8","217","3"
"Helsinki Kaisaniemi","2024","7","6","04:00","12.3","Pilvistä (8/8)","1003.9","205.5","3.6"
"Helsinki Kaisaniemi","2024","7","6","05:00","12.4","Melko pilvistä (7/8)","1003.8","193","3.1"
"Helsinki Kaisaniemi","2024","7","6","06:00","12.6","Pilvistä (8/8)","1003.9","252.9","3"
"Helsinki Kaisaniemi","2024","7","6","07:00","11.3","Pilvistä (8/8)","1004","229.5","2"
"Helsinki Kaisaniemi","2024","7","6","08:00","11.2","Melko pilvistä (7/8)","1003.8","161.8","3.7"
"Helsinki Kaisaniemi","2024","7","6","09:00","12.1","Pilvistä (8/8)","1004.1","194.9","3.2"
"Helsinki Kaisaniemi","2024","7","6","10:00","11.5","Melko pilvistä (7/8)","1004.2","200.4","4.1"
"Helsinki Kaisaniemi","2024","7","6","11:00","12.9","Puolipilvistä (5/8)","1004.2","211.4","4.3"
"Helsinki Kaisaniemi","2024","7","6","12:00","13.8","Puolipilvistä (4/8)","1004.6","224.4","4.6"
"Helsinki Kaisaniemi","2024","7","6","13:00","15.5","Selkeää (0/8)","1005","220","5.2"
"Helsinki Kaisaniemi","2024","7","6","14:00","16.5","Melko selkeää (3/8)","1005.5","217.3","5.6"
"Helsinki Kaisaniemi","2024","7","6","15:00","16.5","Selkeää (0/8)","1006","218.7","6.2"
"Helsinki Kaisaniemi","2024","7","6","16:00","17.2","Melko selkeää (3/8)","1006.5","232","5.7"
"Helsinki Kaisaniemi","2024","7","6","17:00","17.2","Selkeää (0/8)","1006.9","220.7","6.4"
"Helsinki Kaisaniemi","2024","7","6","18:00","17","Selkeää (1/8)","1007.2","225.8","5.7"
"Helsinki Kaisaniemi","2024","7","6","19:00","17.2","Selkeää (1/8)","1007.5","233.3","5.8"
"Helsinki Kaisaniemi","2024","7","6","20:00","17.4","Selkeää (0/8)","1007.7","245.6","5"
"Helsinki Kaisaniemi","2024","7","6","21:00","16.5","Melko pilvistä (7/8)","1008.2","227.5","3.7"
"Helsinki Kaisaniemi","2024","7","6","22:00","16.1","Pilvistä (8/8)","1008.5","216.6","3"
"Helsinki Kaisaniemi","2024","7","6","23:00","15.3","Melko pilvistä (7/8)","1008.7","185.9","2.1"
"Helsinki Kaisaniemi","2024","7","7","00:00","15.1","Melko pilvistä (7/8)","1008.7","163.7","2.3"
"Helsinki Kaisaniemi","2024","7","7","01:00","16.3","Pilvistä (8/8)","1008.6","173.2","4.4"
"Helsinki Kaisaniemi","2024","7","7","02:00","16.2","Pilvistä (8/8)","1008.3","162.7","4.9"
"Helsinki Kaisaniemi","2024","7","7","03:00","16.4","Melko pilvistä (7/8)","1007.8","141.9","3.9"
"Helsinki Kaisaniemi","2024","7","7","04:00","16.2","Selkeää (1/8)","1007.2","143.3","4.5"
"Helsinki Kaisaniemi","2024","7","7","05:00","16.1","Puolipilvistä (5/8)","1006.4","148.7","4.9"
"Helsinki Kaisaniemi","2024","7","7","06:00","16.7","Puolipilvistä (5/8)","1005.4","146.5","5.4"
"Helsinki Kaisaniemi","2024","7","7","07:00","17.3","Puolipilvistä (4/8)","1004.6","139.9","5.3"
"Helsinki Kaisaniemi","2024","7","7","08:00","16.6","Melko pilvistä (7/8)","1004.3","161.8","5.4"
"Helsinki Kaisaniemi","2024","7","7","09:00","15.7","Melko pilvistä (7/8)","1003.7","133","3.7"
"Helsinki Kaisaniemi","2024","7","7","10:00","16.3","Melko pilvistä (6/8)","1003.8","157.3","4.7"
"Helsinki Kaisaniemi","2024","7","7","11:00","16.4","Melko pilvistä (7/8)","1003.8","161.9","3.8"
"Helsinki Kaisaniemi","2024","7","7","12:00","16.7","Pilvistä (8/8)","1004.3","174.7","4.2"
"Helsinki Kaisaniemi","2024","7","7","13:00","17.1","Pilvistä (8/8)","1004.8","187.8","4.1"
"Helsinki Kaisaniemi","2024","7","7","14:00","17.5","Pilvistä (8/8)","1006","215.5","5.6"
"Helsinki Kaisaniemi","2024","7","7","15:00","17.1","Pilvistä (8/8)","1006.7","236.4","5"
"Helsinki Kaisaniemi","2024","7","7","16:00","18.1","Melko pilvistä (7/8)","1007.4","237.9","5.7"
"Helsinki Kaisaniemi","2024","7","7","17:00","18.6","Selkeää (1/8)","1008","247.3","7"
"Helsinki Kaisaniemi","2024","7","7","18:00","18.4","Melko selkeää (3/8)","1008.9","236.8","6.7"
"Helsinki Kaisaniemi","2024","7","7","19:00","17.7","Selkeää (0/8)","1009.8","238.5","6.8"
"Helsinki Kaisaniemi","2024","7","7","20:00","17","Selkeää (0/8)","1010.5","233.1","5.3"
"Helsinki Kaisaniemi","2024","7","7","21:00","16.5","Selkeää (0/8)","1011.3","232.7","4.8"
"Helsinki Kaisaniemi","2024","7","7","22:00","15.4","Selkeää (0/8)","1012","223.8","3.8"
"Helsinki Kaisaniemi","2024","7","7","23:00","15","Selkeää (0/8)","1012.6","227.8","3.5"
"Helsinki Kaisaniemi","2024","7","8","00:00","15","Selkeää (0/8)","1013.2","227.1","3.9"
"Helsinki Kaisaniemi","2024","7","8","01:00","14.4","Selkeää (0/8)","1013.6","222","3.5"
"Helsinki Kaisaniemi","2024","7","8","02:00","14.1","Selkeää (0/8)","1014","217.6","3.7"
"Helsinki Kaisaniemi","2024","7","8","03:00","14.1","Melko pilvistä (7/8)","1014.2","212.6","3.6"
"Helsinki Kaisaniemi","2024","7","8","04:00","14.5","Melko pilvistä (7/8)","1014.4","214.7","3.6"
"Helsinki Kaisaniemi","2024","7","8","05:00","14.4","Melko pilvistä (7/8)","1014.7","220.6","3.5"
"Helsinki Kaisaniemi","2024","7","8","06:00","14.6","Selkeää (0/8)","1015","215","4.1"
"Helsinki Kaisaniemi","2024","7","8","07:00","15","Melko pilvistä (6/8)","1015.2","212.5","4.4"
"Helsinki Kaisaniemi","2024","7","8","08:00","15.5","Melko pilvistä (6/8)","1015.6","221.1","4"
"Helsinki Kaisaniemi","2024","7","8","09:00","16.5","Selkeää (0/8)","1016","214.3","4.3"
"Helsinki Kaisaniemi","2024","7","8","10:00","17.5","Selkeää (0/8)","1016.4","215.7","5.2"
"Helsinki Kaisaniemi","2024","7","8","11:00","18.4","Selkeää (1/8)","1016.9","220","5.8"
"Helsinki Kaisaniemi","2024","7","8","12:00","18.7","Selkeää (0/8)","1017.4","214","6.2"
"Helsinki Kaisaniemi","2024","7","8","13:00","18.7","Selkeää (0/8)","1017.7","220","6.3"
"Helsinki Kaisaniemi","2024","7","8","14:00","19","Selkeää (0/8)","1018","219.6","5.5"
"Helsinki Kaisaniemi","2024","7","8","15:00","19.2","Selkeää (0/8)","1018.1","219.5","5.9"
"Helsinki Kaisaniemi","2024","7","8","16:00","18.9","Selkeää (0/8)","1017.9","214.3","6.6"
"Helsinki Kaisaniemi","2024","7","8","17:00","19","Selkeää (0/8)","1017.9","216.4","6.7"
"Helsinki Kaisaniemi","2024","7","8","18:00","19.1","Puolipilvistä (4/8)","1018","215","5.8"
"Helsinki Kaisaniemi","2024","7","8","19:00","18.6","Melko pilvistä (7/8)","1018","224.6","4.1"
"Helsinki Kaisaniemi","2024","7","8","20:00","18.8","Melko selkeää (2/8)","1018.2","244.7","4.2"
"Helsinki Kaisaniemi","2024","7","8","21:00","18.4","Melko pilvistä (6/8)","1018.3","245.3","3.9"
"Helsinki Kaisaniemi","2024","7","8","22:00","17.4","Selkeää (0/8)","1018.7","241.3","3.2"
"Helsinki Kaisaniemi","2024","7","8","23:00","15.8","Selkeää (0/8)","1019.4","229.9","3"
"Helsinki Kaisaniemi","2024","7","9","00:00","15.7","Selkeää (0/8)","1019.9","260.2","3.1"
"Helsinki Kaisaniemi","2024","7","9","01:00","14.4","Selkeää (1/8)","1020","256.9","1.9"
"Helsinki Kaisaniemi","2024","7","9","02:00","13.7","Puolipilvistä (4/8)","1020.2","250.7","2"
"Helsinki Kaisaniemi","2024","7","9","03:00","13.6","Selkeää (0/8)","1020.3","235","1.3"
"Helsinki Kaisaniemi","2024","7","9","04:00","13","Selkeää (1/8)","1020.5","207","1.5"
"Helsinki Kaisaniemi","2024","7","9","05:00","12.9","Melko pilvistä (6/8)","1020.8","274.5","1"
"Helsinki Kaisaniemi","2024","7","9","06:00","13.7","Selkeää (0/8)","1020.9","154.6","1.5"
"Helsinki Kaisaniemi","2024","7","9","07:00","15.4","Selkeää (0/8)","1020.9","167.4","2.6"
"Helsinki Kaisaniemi","2024","7","9","08:00","16.8","Pilvistä (8/8)","1021.1","186.9","3.4"
"Helsinki Kaisaniemi","2024","7","9","09:00","16.8","Melko selkeää (3/8)","1021.1","199.6","4"
"Helsinki Kaisaniemi","2024","7","9","10:00","17.8","Selkeää (1/8)","1021.4","206.2","4"
"Helsinki Kaisaniemi","2024","7","9","11:00","18.5","Selkeää (1/8)","1021.4","214.3","4.5"
"Helsinki Kaisaniemi","2024","7","9","12:00","19.1","Selkeää (0/8)","1021.3","211.4","4.2"
"Helsinki Kaisaniemi","2024","7","9","13:00","19.9","Selkeää (0/8)","1021.1","215.8","5.4"
"Helsinki Kaisaniemi","2024","7","9","14:00","20.5","Selkeää (0/8)","1021","220.9","5.6"
"Helsinki Kaisaniemi","2024","7","9","15:00","21.1","Selkeää (0/8)","1021","231.1","5.1"
"Helsinki Kaisaniemi","2024","7","9","16:00","21.3","Selkeää (0/8)","1021.2","242.7","5.9"
"Helsinki Kaisaniemi","2024","7","9","17:00","20.8","Selkeää (0/8)","1021.4","227.1","5.1"
"Helsinki Kaisaniemi","2024","7","9","18:00","19.6","Selkeää (0/8)","1021.4","213.8","6.4"
"Helsinki Kaisaniemi","2024","7","9","19:00","18.3","Selkeää (0/8)","1021.7","221.2","6"
"Helsinki Kaisaniemi","2024","7","9","20:00","17.6","Selkeää (0/8)","1022","235.3","4.2"
